"","status","family","pval","qval","index","gene_ids","mito","n_cells_by_counts","mean_counts","log1p_mean_counts","pct_dropout_by_counts","total_counts","log1p_total_counts","n_cells","gene_short_name","use_for_ordering"
"HPS1","OK","negbinomial.size",0.123239617721443,0.310761628637097,"HPS1","ENSG00000107521","False",2851,2.6187682,1.2861336,16.3929618768328,8930,9.097283,2851,"HPS1",FALSE
"CNNM1","OK","negbinomial.size",0.0226902862876122,0.0870163532528124,"CNNM1","ENSG00000119946","False",361,0.12668622,0.11928077,89.4134897360704,432,6.070738,361,"CNNM1",FALSE
"GOT1","OK","negbinomial.size",1.65691801724138e-05,0.000143445014063116,"GOT1","ENSG00000120053","False",1416,0.69120234,0.52543974,58.475073313783,2357,7.765569,1416,"GOT1",FALSE
"RP11-441O15.3","OK","negbinomial.size",0.721406549282611,0.889670859141246,"RP11-441O15.3","ENSG00000224934","False",76,0.022580646,0.022329478,97.7712609970674,77,4.356709,76,"RP11-441O15.3",FALSE
"NKX2-3","OK","negbinomial.size",0.437943515154421,0.689545938145543,"NKX2-3","ENSG00000119919","False",8,0.0023460411,0.0023432935,99.7653958944282,8,2.1972246,8,"NKX2-3",FALSE
"SLC25A28","OK","negbinomial.size",0.0189019627130003,0.0746611077959836,"SLC25A28","ENSG00000155287","False",758,0.2706745,0.23954786,77.7712609970674,923,6.828712,758,"SLC25A28",FALSE
"RP11-85A1.3","OK","negbinomial.size",0.155653456126747,0.365028191107538,"RP11-85A1.3","ENSG00000260475","False",31,0.009090909,0.009049836,99.0909090909091,31,3.465736,31,"RP11-85A1.3",FALSE
"RP11-483F11.7","OK","negbinomial.size",0.417145501405196,0.673160849032245,"RP11-483F11.7","ENSG00000229278","False",184,0.059237536,0.057549343,94.6041055718475,202,5.313206,184,"RP11-483F11.7",FALSE
"ENTPD7","OK","negbinomial.size",0.176269040979986,0.397936970843611,"ENTPD7","ENSG00000198018","False",150,0.045161292,0.04417122,95.6011730205279,154,5.043425,150,"ENTPD7",FALSE
"CUTC","OK","negbinomial.size",0.0790858999018088,0.226358850095314,"CUTC","ENSG00000119929","False",1230,0.5680352,0.44982335,63.9296187683284,1937,7.5694118,1230,"CUTC",FALSE
"COX15","OK","negbinomial.size",0.0151128022430554,0.0624729783069026,"COX15","ENSG00000014919","False",1085,0.43108505,0.35843292,68.1818181818182,1470,7.293698,1085,"COX15",FALSE
"ABCC2","OK","negbinomial.size",0.0710704988230957,0.209614972136258,"ABCC2","ENSG00000023839","False",74,0.024340175,0.024048673,97.8299120234604,83,4.4308167,74,"ABCC2",FALSE
"DNMBP","OK","negbinomial.size",0.840687412582218,0.952095392403205,"DNMBP","ENSG00000107554","False",1394,0.67038125,0.51305187,59.1202346041056,2286,7.7349963,1394,"DNMBP",FALSE
"DNMBP-AS1","OK","negbinomial.size",0.483519907102804,0.72764548712484,"DNMBP-AS1","ENSG00000227695","False",21,0.006158358,0.0061394726,99.3841642228739,21,3.0910425,21,"DNMBP-AS1",FALSE
"ERLIN1","OK","negbinomial.size",3.61540054020013e-24,1.6265320712244e-22,"ERLIN1","ENSG00000107566","False",1830,1.0304985,0.70828134,46.3343108504399,3514,8.164795,1830,"ERLIN1",TRUE
"CHUK","OK","negbinomial.size",0.0191527388611512,0.0753342759765473,"CHUK","ENSG00000213341","False",853,0.30997068,0.27000475,74.9853372434018,1057,6.9641356,853,"CHUK",FALSE
"RP11-316M21.6","OK","negbinomial.size",0.389959380001546,0.647238772674433,"RP11-316M21.6","ENSG00000227492","False",4,0.0011730206,0.0011723331,99.8826979472141,4,1.609438,4,"RP11-316M21.6",FALSE
"CWF19L1","OK","negbinomial.size",2.55073127684517e-05,0.000214045547779633,"CWF19L1","ENSG00000095485","False",644,0.22316715,0.20144352,81.1143695014663,761,6.6359468,644,"CWF19L1",FALSE
"BLOC1S2","OK","negbinomial.size",0.981637607497943,0.999999999652452,"BLOC1S2","ENSG00000196072","False",2653,2.1706746,1.1539444,22.1994134897361,7402,8.90964,2653,"BLOC1S2",FALSE
"SCD","OK","negbinomial.size",0.760985439110344,0.911460012539071,"SCD","ENSG00000099194","False",2149,1.6313783,0.9675078,36.9794721407625,5563,8.624073,2149,"SCD",TRUE
"OLMALINC","OK","negbinomial.size",0.0274803155186736,0.101385866225102,"OLMALINC","ENSG00000235823","False",155,0.047800586,0.046693288,95.4545454545455,163,5.0998664,155,"OLMALINC",FALSE
"RP11-285F16.1","OK","negbinomial.size",0.212811958502191,0.449641486749484,"RP11-285F16.1","ENSG00000273030","False",3,0.0008797654,0.0008793786,99.9120234604106,3,1.3862944,3,"RP11-285F16.1",FALSE
"SEC31B","OK","negbinomial.size",0.44012345001271,0.691348983303661,"SEC31B","ENSG00000075826","False",95,0.028739003,0.028333783,97.2140762463343,98,4.59512,95,"SEC31B",FALSE
"NDUFB8","OK","negbinomial.size",0.000103545266084697,0.000775954665629708,"NDUFB8","ENSG00000166136","False",3281,7.8979473,2.1858206,3.78299120234604,26932,10.201108,3281,"NDUFB8",FALSE
"HIF1AN","OK","negbinomial.size",0.196848105815445,0.42836379301944,"HIF1AN","ENSG00000166135","False",1434,0.61261,0.47785398,57.9472140762463,2089,7.6449194,1434,"HIF1AN",FALSE
"PAX2","OK","negbinomial.size",0.0240885968596461,0.0913836535769451,"PAX2","ENSG00000075891","False",624,0.2580645,0.22957444,81.7008797653959,880,6.781058,624,"PAX2",FALSE
"RP11-179B2.2","OK","negbinomial.size",0.584473223799076,0.801199033295041,"RP11-179B2.2","ENSG00000272572","False",120,0.03753666,0.036849305,96.4809384164223,128,4.8598123,120,"RP11-179B2.2",FALSE
"SLF2","OK","negbinomial.size",7.69292110930537e-10,1.22088511000437e-08,"SLF2","ENSG00000119906","False",1540,0.7243402,0.5448445,54.8387096774194,2470,7.8123784,1540,"SLF2",FALSE
"MRPL43","OK","negbinomial.size",0.0913856785206522,0.250622025311314,"MRPL43","ENSG00000055950","False",2711,2.5181818,1.2579443,20.4985337243402,8587,9.058121,2711,"MRPL43",FALSE
"SEMA4G","OK","negbinomial.size",0.310715602339167,0.568874702203074,"SEMA4G","ENSG00000095539","False",48,0.014662757,0.014556298,98.5923753665689,50,3.9318256,48,"SEMA4G",FALSE
"C10orf2","OK","negbinomial.size",0.00310017663455586,0.0163114651624945,"C10orf2","ENSG00000107815","False",720,0.26304984,0.2335293,78.8856304985337,897,6.80017,720,"C10orf2",FALSE
"LZTS2","OK","negbinomial.size",0.0252512129636718,0.094616772112089,"LZTS2","ENSG00000107816","False",768,0.27507332,0.24300368,77.4780058651026,938,6.8448153,768,"LZTS2",FALSE
"PDZD7","OK","negbinomial.size",0.0874267515754572,0.24303908267002,"PDZD7","ENSG00000186862","False",167,0.05307918,0.051718425,95.1026392961877,181,5.2040067,167,"PDZD7",FALSE
"SFXN3","OK","negbinomial.size",6.35916516639376e-08,7.9054137871937e-07,"SFXN3","ENSG00000107819","False",1029,0.40703812,0.34148687,69.8240469208211,1388,7.2363396,1029,"SFXN3",TRUE
"RP11-108L7.15","OK","negbinomial.size",0.000370841748736329,0.0024600333608118,"RP11-108L7.15","ENSG00000273162","False",302,0.09882698,0.09424323,91.1436950146628,337,5.8230457,302,"RP11-108L7.15",FALSE
"KAZALD1","OK","negbinomial.size",0.466388358042295,0.713621318228431,"KAZALD1","ENSG00000107821","False",361,0.1170088,0.1106544,89.4134897360704,399,5.9914646,361,"KAZALD1",FALSE
"TLX1","OK","negbinomial.size",0.547737046411777,0.775220611064858,"TLX1","ENSG00000107807","False",4,0.0011730206,0.0011723331,99.8826979472141,4,1.609438,4,"TLX1",FALSE
"BTRC","OK","negbinomial.size",0.749866410034587,0.904101204091469,"BTRC","ENSG00000166167","False",669,0.23636363,0.21217452,80.3812316715543,806,6.6933236,669,"BTRC",FALSE
"DPCD","OK","negbinomial.size",0.669183287065403,0.859302693217079,"DPCD","ENSG00000166171","False",1703,0.95777124,0.6718067,50.058651026393,3266,8.091627,1703,"DPCD",FALSE
"POLL","OK","negbinomial.size",0.123332194667461,0.310879930406379,"POLL","ENSG00000166169","False",782,0.27360705,0.24185307,77.0674486803519,933,6.8394766,782,"POLL",FALSE
"FBXW4","OK","negbinomial.size",0.00722482111553372,0.0340356715354103,"FBXW4","ENSG00000107829","False",977,0.37595308,0.31914663,71.3489736070381,1282,7.156956,977,"FBXW4",FALSE
"NPM3","OK","negbinomial.size",0.00358500483419464,0.0185564429139446,"NPM3","ENSG00000107833","False",2852,3.580645,1.5218399,16.3636363636364,12210,9.410092,2852,"NPM3",FALSE
"MGEA5","OK","negbinomial.size",0.000388959271967178,0.00256605075256125,"MGEA5","ENSG00000198408","False",2058,1.1020528,0.7429144,39.6480938416422,3758,8.231908,2058,"MGEA5",FALSE
"KCNIP2-AS1","OK","negbinomial.size",0.298710064824651,0.556347375087517,"KCNIP2-AS1","ENSG00000226009","False",9,0.0026392962,0.0026358194,99.7360703812317,9,2.3025851,9,"KCNIP2-AS1",FALSE
"KCNIP2","OK","negbinomial.size",0.187927141189564,0.415016053941798,"KCNIP2","ENSG00000120049","False",51,0.015249267,0.015134166,98.5043988269795,52,3.9702919,51,"KCNIP2",FALSE
"C10orf76","OK","negbinomial.size",0.489780843879251,0.732706873808521,"C10orf76","ENSG00000120029","False",560,0.1829912,0.16804615,83.5777126099707,624,6.437752,560,"C10orf76",FALSE
"HPS6","OK","negbinomial.size",0.287581815783229,0.543021039786674,"HPS6","ENSG00000166189","False",425,0.13372435,0.1255081,87.5366568914956,456,6.1246834,425,"HPS6",FALSE
"LDB1","OK","negbinomial.size",0.869955087569767,0.969171351208349,"LDB1","ENSG00000198728","False",582,0.20058651,0.1828102,82.9325513196481,684,6.529419,582,"LDB1",FALSE
"PPRC1","OK","negbinomial.size",0.00366175307542251,0.0189249257503807,"PPRC1","ENSG00000148840","False",1186,0.4777126,0.39049536,65.2199413489736,1629,7.396335,1186,"PPRC1",FALSE
"NOLC1","OK","negbinomial.size",2.32347235608719e-41,2.01944352651408e-39,"NOLC1","ENSG00000166197","False",2699,2.4351907,1.2340724,20.8504398826979,8304,9.024613,2699,"NOLC1",TRUE
"ELOVL3","OK","negbinomial.size",0.111709714798397,0.290480846198611,"ELOVL3","ENSG00000119915","False",45,0.013489736,0.01339956,98.6803519061584,46,3.8501475,45,"ELOVL3",FALSE
"PITX3","OK","negbinomial.size",0.00182553421867128,0.0102435539605387,"PITX3","ENSG00000107859","False",42,0.012609971,0.012531127,98.7683284457478,43,3.7841897,42,"PITX3",FALSE
"GBF1","OK","negbinomial.size",0.604126149041669,0.81519003706421,"GBF1","ENSG00000107862","False",1581,0.71202344,0.537676,53.6363636363636,2428,7.795235,1581,"GBF1",FALSE
"NFKB2","OK","negbinomial.size",0.920278028583668,0.990915637820729,"NFKB2","ENSG00000077150","False",637,0.23695014,0.2126488,81.3196480938416,808,6.695799,637,"NFKB2",FALSE
"PSD","OK","negbinomial.size",0.713873142436007,0.884805095061592,"PSD","ENSG00000059915","False",30,0.008797654,0.00875918,99.1202346041056,30,3.4339871,30,"PSD",FALSE
"FBXL15","OK","negbinomial.size",0.492170031810855,0.734143009916233,"FBXL15","ENSG00000107872","False",1113,0.4302053,0.35781798,67.3607038123167,1467,7.291656,1113,"FBXL15",FALSE
"CUEDC2","OK","negbinomial.size",0.00928872473662977,0.0417338765388612,"CUEDC2","ENSG00000107874","False",2315,2.0038123,1.0998822,32.1114369501466,6833,8.829665,2315,"CUEDC2",FALSE
"C10orf95","OK","negbinomial.size",0.773524249731409,0.917173621314526,"C10orf95","ENSG00000120055","False",106,0.0313783,0.030896062,96.891495601173,107,4.6821313,106,"C10orf95",FALSE
"MFSD13A","OK","negbinomial.size",0.396097947393274,0.654237471737637,"MFSD13A","ENSG00000138111","False",897,0.31730205,0.27558574,73.6950146627566,1082,6.98749,897,"MFSD13A",FALSE
"ACTR1A","OK","negbinomial.size",0.000738204491302621,0.00458292605922676,"ACTR1A","ENSG00000138107","False",1583,0.7768328,0.57483244,53.5777126099707,2649,7.8823147,1583,"ACTR1A",FALSE
"RP11-18I14.11","OK","negbinomial.size",0.688703322855342,0.871007143611167,"RP11-18I14.11","ENSG00000273262","False",9,0.0026392962,0.0026358194,99.7360703812317,9,2.3025851,9,"RP11-18I14.11",FALSE
"SUFU","OK","negbinomial.size",0.890303769081832,0.978252091405239,"SUFU","ENSG00000107882","False",255,0.079765394,0.07674379,92.5219941348974,272,5.609472,255,"SUFU",FALSE
"RP11-47A8.5","OK","negbinomial.size",0.455696922017181,0.704326225875436,"RP11-47A8.5","ENSG00000272933","False",154,0.04809384,0.046973124,95.4838709677419,164,5.1059456,154,"RP11-47A8.5",FALSE
"TRIM8","OK","negbinomial.size",0.0469999433027573,0.154212665374911,"TRIM8","ENSG00000171206","False",1153,0.4372434,0.362727,66.1876832844575,1491,7.307873,1153,"TRIM8",FALSE
"ARL3","OK","negbinomial.size",2.23753297757887e-05,0.00018963324094211,"ARL3","ENSG00000138175","False",2081,1.3812317,0.86761785,38.9736070381232,4710,8.457656,2081,"ARL3",FALSE
"SFXN2","OK","negbinomial.size",0.950583344784482,0.999999999652452,"SFXN2","ENSG00000156398","False",298,0.0941349,0.089964,91.2609970674487,321,5.7745514,298,"SFXN2",FALSE
"WBP1L","OK","negbinomial.size",0.00136335562621769,0.00794027335771209,"WBP1L","ENSG00000166272","False",976,0.38181818,0.32340014,71.3782991202346,1302,7.172425,976,"WBP1L",FALSE
"CYP17A1","OK","negbinomial.size",0.106814768116279,0.28157494545061,"CYP17A1","ENSG00000148795","False",4,0.0011730206,0.0011723331,99.8826979472141,4,1.609438,4,"CYP17A1",FALSE
"CYP17A1-AS1","OK","negbinomial.size",0.8900111805577,0.978213830518409,"CYP17A1-AS1","ENSG00000203886","False",11,0.0032258064,0.0032206147,99.6774193548387,11,2.4849067,11,"CYP17A1-AS1",FALSE
"RP11-753C18.12","OK","negbinomial.size",0.369528409341102,0.628540988364421,"RP11-753C18.12","ENSG00000282772","False",7,0.0020527858,0.0020506817,99.7947214076246,7,2.0794415,7,"RP11-753C18.12",FALSE
"BORCS7","OK","negbinomial.size",0.0317417683463659,0.113741336574478,"BORCS7","ENSG00000166275","False",1429,0.62052786,0.48275194,58.0938416422287,2116,7.6577554,1429,"BORCS7",FALSE
"CNNM2","OK","negbinomial.size",0.0128858917224903,0.0549810608798546,"CNNM2","ENSG00000148842","False",345,0.10909091,0.10354068,89.8826979472141,372,5.9215784,345,"CNNM2",FALSE
"NT5C2","OK","negbinomial.size",0.758279193408297,0.909552062800356,"NT5C2","ENSG00000076685","False",1577,0.8079179,0.59217584,53.7536656891496,2755,7.9215355,1577,"NT5C2",FALSE
"RPEL1","OK","negbinomial.size",0.644373350181283,0.84308024325493,"RPEL1","ENSG00000235376","False",39,0.011730205,0.011661939,98.8563049853372,40,3.713572,39,"RPEL1",FALSE
"INA","OK","negbinomial.size",0.979458790451829,0.999999999652452,"INA","ENSG00000148798","False",6,0.0020527858,0.0020506817,99.8240469208211,7,2.0794415,6,"INA",FALSE
"PCGF6","OK","negbinomial.size",3.66974220063897e-09,5.35007026752683e-08,"PCGF6","ENSG00000156374","False",966,0.472434,0.38691682,71.6715542521994,1611,7.385231,966,"PCGF6",TRUE
"TAF5","OK","negbinomial.size",1.00754658947755e-05,9.05771966992914e-05,"TAF5","ENSG00000148835","False",494,0.17214076,0.15883179,85.5131964809384,587,6.376727,494,"TAF5",FALSE
"USMG5","OK","negbinomial.size",0.00032973027927733,0.00221756369912396,"USMG5","ENSG00000173915","False",3405,35.355717,3.5933514,0.146627565982405,120563,11.699936,3405,"USMG5",FALSE
"PDCD11","OK","negbinomial.size",1.89292524637439e-10,3.18738649276149e-09,"PDCD11","ENSG00000148843","False",2600,2.793255,1.3332245,23.7536656891496,9525,9.16178,2600,"PDCD11",FALSE
"CALHM2","OK","negbinomial.size",0.163514653900357,0.378231801349354,"CALHM2","ENSG00000138172","False",206,0.06920821,0.06691839,93.9589442815249,236,5.46806,206,"CALHM2",FALSE
"RP11-225H22.7","OK","negbinomial.size",0.114196791917951,0.294988560687023,"RP11-225H22.7","ENSG00000273485","False",14,0.0041055717,0.004097167,99.5894428152493,14,2.7080503,14,"RP11-225H22.7",FALSE
"RP11-225H22.4","OK","negbinomial.size",0.60559821343544,0.815973580672793,"RP11-225H22.4","ENSG00000234699","False",10,0.0029325513,0.0029282598,99.7067448680352,10,2.3978953,10,"RP11-225H22.4",FALSE
"CALHM3","OK","negbinomial.size",0.0186353941223931,0.0738653398886264,"CALHM3","ENSG00000183128","False",7,0.0020527858,0.0020506817,99.7947214076246,7,2.0794415,7,"CALHM3",FALSE
"NEURL1","OK","negbinomial.size",0.950925114924311,0.999999999652452,"NEURL1","ENSG00000107954","False",11,0.0032258064,0.0032206147,99.6774193548387,11,2.4849067,11,"NEURL1",FALSE
"SH3PXD2A","OK","negbinomial.size",0.0758787604090909,0.220031321706169,"SH3PXD2A","ENSG00000107957","False",1459,0.6844575,0.52144355,57.2140762463343,2334,7.7557673,1459,"SH3PXD2A",FALSE
"RP11-416N2.4","OK","negbinomial.size",0.521733506299449,0.756896149990081,"RP11-416N2.4","ENSG00000273108","False",8,0.0023460411,0.0023432935,99.7653958944282,8,2.1972246,8,"RP11-416N2.4",FALSE
"SH3PXD2A-AS1","OK","negbinomial.size",0.986717666860173,0.999999999652452,"SH3PXD2A-AS1","ENSG00000280693","False",253,0.08680352,0.08324084,92.5806451612903,296,5.6937323,253,"SH3PXD2A-AS1",FALSE
"OBFC1","OK","negbinomial.size",0.000220613381160384,0.00153684458055963,"OBFC1","ENSG00000107960","False",1993,1.28739,0.8274114,41.5542521994135,4390,8.387312,1993,"OBFC1",FALSE
"SLK","OK","negbinomial.size",0.104189762887253,0.276409391735568,"SLK","ENSG00000065613","False",2460,1.5785924,0.9472437,27.8592375366569,5383,8.591187,2460,"SLK",FALSE
"COL17A1","OK","negbinomial.size",0.00409491725744879,0.0208575274272797,"COL17A1","ENSG00000065618","False",1704,1.5859238,0.95008284,50.0293255131965,5408,8.595819,1704,"COL17A1",FALSE
"SFR1","OK","negbinomial.size",0.00312429358214508,0.0164214350013673,"SFR1","ENSG00000156384","False",890,0.33431086,0.28841496,73.900293255132,1140,7.0396605,890,"SFR1",FALSE
"CFAP43","OK","negbinomial.size",0.703342229417123,0.878156674359358,"CFAP43","ENSG00000197748","False",13,0.0041055717,0.004097167,99.6187683284458,14,2.7080503,13,"CFAP43",FALSE
"GSTO1","OK","negbinomial.size",7.87020158980843e-28,4.20808553591197e-26,"GSTO1","ENSG00000148834","False",3152,4.657771,1.73303,7.56598240469208,15883,9.673068,3152,"GSTO1",TRUE
"GSTO2","OK","negbinomial.size",0.00170749547846379,0.00966618490787776,"GSTO2","ENSG00000065621","False",1718,0.83665687,0.607947,49.6187683284458,2853,7.9564767,1718,"GSTO2",FALSE
"ITPRIP","OK","negbinomial.size",0.00751905898880438,0.035191746069278,"ITPRIP","ENSG00000148841","False",956,0.35630497,0.30476406,71.9648093841642,1215,7.103322,956,"ITPRIP",FALSE
"CFAP58-AS1","OK","negbinomial.size",0.516680986349233,0.752886434057436,"CFAP58-AS1","ENSG00000231233","False",6,0.0017595307,0.0017579846,99.8240469208211,6,1.9459101,6,"CFAP58-AS1",FALSE
"CFAP58","OK","negbinomial.size",0.164653902840145,0.379920466053994,"CFAP58","ENSG00000120051","False",51,0.015835777,0.015711699,98.5043988269795,54,4.0073333,51,"CFAP58",FALSE
"SORCS3","OK","negbinomial.size",0.999999999526373,0.999999999652452,"SORCS3","ENSG00000156395","False",11,0.0035190615,0.003512884,99.6774193548387,12,2.5649493,11,"SORCS3",FALSE
"LINC01435","OK","negbinomial.size",0.999999999526373,0.999999999652452,"LINC01435","ENSG00000229981","False",4,0.0011730206,0.0011723331,99.8826979472141,4,1.609438,4,"LINC01435",FALSE
"RP11-163F15.1","OK","negbinomial.size",0.257397801586468,0.506147116338078,"RP11-163F15.1","ENSG00000203434","False",4,0.0011730206,0.0011723331,99.8826979472141,4,1.609438,4,"RP11-163F15.1",FALSE
"XPNPEP1","OK","negbinomial.size",0.0602458359167334,0.186047958663332,"XPNPEP1","ENSG00000108039","False",880,0.31642228,0.27491766,74.1935483870968,1079,6.9847164,880,"XPNPEP1",FALSE
"ADD3","OK","negbinomial.size",9.99537566771708e-05,0.000752508470376415,"ADD3","ENSG00000148700","False",1598,0.78797656,0.58108455,53.1378299120235,2687,7.8965526,1598,"ADD3",TRUE
"MXI1","OK","negbinomial.size",0.000898655780857479,0.0054611854579036,"MXI1","ENSG00000119950","False",649,0.2398827,0.21501677,80.9677419354839,818,6.708084,649,"MXI1",FALSE
"SMNDC1","OK","negbinomial.size",5.73129844605053e-06,5.38710403868303e-05,"SMNDC1","ENSG00000119953","False",1735,0.80498534,0.59055245,49.1202346041056,2745,7.9179006,1735,"SMNDC1",FALSE
"RP11-525A16.4","OK","negbinomial.size",0.597534346111641,0.810616300433732,"RP11-525A16.4","ENSG00000273143","False",127,0.039002933,0.038261533,96.2756598240469,133,4.89784,127,"RP11-525A16.4",FALSE
"DUSP5","OK","negbinomial.size",0.918966559168713,0.990129871341507,"DUSP5","ENSG00000138166","False",1437,0.8926686,0.6379878,57.8592375366569,3044,8.021256,1437,"DUSP5",FALSE
"SMC3","OK","negbinomial.size",1.81886002666093e-81,4.08244132357686e-79,"SMC3","ENSG00000108055","False",3046,3.7917888,1.5669038,10.6744868035191,12930,9.467382,3046,"SMC3",TRUE
"RBM20","OK","negbinomial.size",0.62360070968664,0.828587333811451,"RBM20","ENSG00000203867","False",7,0.0026392962,0.0026358194,99.7947214076246,9,2.3025851,7,"RBM20",FALSE
"PDCD4-AS1","OK","negbinomial.size",0.301994797274799,0.560087508793043,"PDCD4-AS1","ENSG00000203497","False",78,0.0228739,0.022616215,97.7126099706745,78,4.3694477,78,"PDCD4-AS1",FALSE
